Aysen del General Carlos Ibáñez del Campo;LA MUNICIPALIDAD DE AISÉN;Municipalidad de Aisén;Esmeralda Nº 607;Internacional: +56 6 7336500;Internacional: +56 6 7336501;www.puertoaysen.cl;Óscar Catalán Sánchez;UDI
Aysen del General Carlos Ibáñez del Campo;LA MUNICIPALIDAD DE CISNES;Municipalidad de Cisnes;Rafael Sotomayor Nº 191;Internacional: +56 6 7346423;Internacional: +56 6 7346413;www.comunacisnes.cl;Francisco Roncagliolo Lepo;RN
Aysen del General Carlos Ibáñez del Campo;LA MUNICIPALIDAD DE CHILE CHICO;Municipalidad de Chile Chico;Lib. Bdo. OHiggins Nº 333;Internacional: +56 6 7411359;Internacional: +56 6 7411094;www.chilechico.cl;Ricardo Ibarra Valdebenito;ILE
Aysen del General Carlos Ibáñez del Campo;LA MUNICIPALIDAD DE COCHRANE;Municipalidad de Cochrane;Esmeralda Nº 398;Internacional: +56 6 7522115;Internacional: +56 6 7522115;www.cochranepatagonia.cl;Patricio Ulloa Georgia;UDI
Aysen del General Carlos Ibáñez del Campo;LA MUNICIPALIDAD DE RÍO IBÁÑEZ;Municipalidad de Río Ibáñez;Carlos Soza Nº 161;Internacional: +56 6 7423216;Internacional: +56 6 7423216;www.rioibanez.cl;Marcelo Santana Vargas;UDI
Aysen del General Carlos Ibáñez del Campo;LA MUNICIPALIDAD DE GUAITECAS;Municipalidad de Guaitecas;Aeropuerto s/n;Internacional: +56 6 7431693;Internacional: +56 67431693an;www.muniguaitecas.cl;Cristián Alvarado Oyarzo;ILF
Aysen del General Carlos Ibáñez del Campo;LA MUNICIPALIDAD DE LAGO VERDE;Municipalidad de Lago Verde;Cacique Blanco Nº 131;Internacional: +56 6 7211871;Internacional: +56 6 7211871;www.lagoverdeaysen.cl;Nelson Opazo López;UDI
Aysen del General Carlos Ibáñez del Campo;LA MUNICIPALIDAD DE TORTEL;Municipalidad de Tortel;Sector Base s/n;Internacional: +56 6 7211876;Internacional: +56 6 7211876;www.municipalidaddetortel.cl;Bernardo López Sierra;PPD
Aysen del General Carlos Ibáñez del Campo;No hay informacion;Municipalidad de O'Higgins;Lago Cristi Nº 121;Internacional: +56 6 7431805;Internacional: +56 6 7431808;www.municipalidadohiggins.cl;José Claudio Fica Gómez;null
Bio Bio;LA MUNICIPALIDAD DE TALCAHUANO;Municipalidad de Talcahuano;Sargento Aldea Nº 250;Internacional: +56 41 2503900;Internacional: +56 41 2542343;www.talcahuano.cl;Henry Campos Coa;UDI
Bio Bio;LA MUNICIPALIDAD DE CONCEPCIÓN;Municipalidad de Concepción;OHiggins Nº 525;Internacional: +56 4 1266500;Internacional: +56 4 1236930;www.concepcion.cl;Álvaro Ortiz Vera;DC
Bio Bio;LA MUNICIPALIDAD DE LOS ÁNGELES;Municipalidad de Los Ángeles;Caupalicán Nº 399;Internacional: +56 4 3409400;Internacional: +56 4 3322387;www.losangeles.cl;Esteban Krause Salazar;PRSD
Bio Bio;LA MUNICIPALIDAD DE CORONEL;Municipalidad de Coronel;Bannen Nº 70;Internacional: +56 4 1711335;Internacional: +56 4 1710055;www.coronel.cl;Boris Chamorro Rebolledo;MAS
Bio Bio;LA MUNICIPALIDAD DE HUALPÉN;Municipalidad de Hualpén;CHAITEN Nº 8070;Internacional: +56 41;Internacional: +56 41;www.hualpenciudad.cl;Katherine Torres Machuca;IND
Bio Bio;LA MUNICIPALIDAD DE CHIGUAYANTE;Municipalidad de Chiguayante;Orozimbo Barbosa Nº 104;Internacional: +56 41 2508100;Internacional: +56 41 2508106;www.chiguayante.cl;Antonio Rivas Villalobos;PS
Bio Bio;LA MUNICIPALIDAD DE SAN PEDRO DE LA PAZ;Municipalidad de San Pedro de la Paz;Las Acacias Nº 43;Internacional: +56 4 1282379;Internacional: +56 4 1282390;www.sanpedrodelapaz.cl;Audito Retamal Lazo;IND
Bio Bio;LA MUNICIPALIDAD DE TOMÉ;Municipalidad de Tomé;Ignacio Serrano Nº 1185;Internacional: +56 41 2406400;Internacional: +56 41 2406412;www.tome.cl;Eduardo Aguilera Aguilera;IND
Bio Bio;LA MUNICIPALIDAD DE LOTA;Municipalidad de Lota;Pedro Aguirre Cerda Nº 302;Internacional: +56 4 1405000;Internacional: +56 4 1876371;www.lota.cl;Mauricio Velásquez Valenzuela;ILE
Bio Bio;LA MUNICIPALIDAD DE PENCO;Municipalidad de Penco;OHiggins Nº 500;Internacional: +56 4 1261453;Internacional: +56 4 1261460;www.penco.cl;Víctor Hugo Figueroa Rebolledo;DC
Bio Bio;LA MUNICIPALIDAD DE ARAUCO;Municipalidad de Arauco;Esmeralda Nº 411;Internacional: +56 41 2728300;Internacional: +56 41 2728305;www.municipalidaddearauco.cl;Mauricio Alarcón Guzmán;ILF
Bio Bio;LA MUNICIPALIDAD DE CURANILAHUE;Municipalidad de Curanilahue;Riquelme Nº 701;Internacional: +56 41 2405901;Internacional: +56 41 2405975;www.munichue.cl;Luis Gengnagel Gutiérrez;ILF
Bio Bio;LA MUNICIPALIDAD DE CAÑETE;Municipalidad de Cañete;Arturo Prat Nº 220;Internacional: +56 4 1209000;Internacional: +56 4 1209083;www.canete.cl;Jorge Radonich Barra;RN
Bio Bio;LA MUNICIPALIDAD DE MULCHÉN;Municipalidad de Mulchén;Pedro Lagos Nº 410;Internacional: +56 4 3401400;Internacional: +56 4 3404441;www.munimulchen.cl;Jorge Rivas Figueroa;DC
Bio Bio;LA MUNICIPALIDAD DE NACIMIENTO;Municipalidad de Nacimiento;Freire Nº614;Internacional: +56 4 3533404;Internacional: +56 4 3533342;www.nacimiento.cl;Hugo Inostroza Ramírez;PPD
Bio Bio;LA MUNICIPALIDAD DE CABRERO;Municipalidad de Cabrero;Avda. Vial Nº 150;Internacional: +56 4 3401813;Internacional: +56 4 3411392;www.cabrero.cl;Mario Gierke Quevedo;IND
Bio Bio;LA MUNICIPALIDAD DE LEBU;Municipalidad de Lebu;Andrés Bello Nº 233;Internacional: +56 41 2406700;Internacional: +56 41 2406701;www.lebu.cl;Cristián Peña Morales;ILE
Bio Bio;LA MUNICIPALIDAD DE LAJA;Municipalidad de Laja;Balmaceda Nº 292;Internacional: +56 4 3534230;Internacional: +56 4 3534233;www.munilaja.cl;Vladimir Fica Toledo;ILF
Bio Bio;LA MUNICIPALIDAD DE YUMBEL;Municipalidad de Yumbel;OHiggins Nº 851;Internacional: +56 4 3431421;Internacional: +56 4 3431421;www.yumbel.cl;Juan Cabezas Vega;IND
Bio Bio;LA MUNICIPALIDAD DE SANTA BÁRBARA;Municipalidad de Santa Bárbara;Rosas Nº 160;Internacional: +56 4 3581207;Internacional: +56 4 3409941;www.santabarbara.cl;Daniel Salamanca Pérez;ILF
Bio Bio;LA MUNICIPALIDAD DE HUALQUI;Municipalidad de Hualqui;Freire Nº 351;Internacional: +56 41;Internacional: +56 41;www.munihualqui.cl;Ricardo Fuentes Palma;ILE
Bio Bio;LA MUNICIPALIDAD DE LOS ÁLAMOS;Municipalidad de Los Álamos;Ignacio C. Pinto Nº 555;Internacional: +56 4 1533217;Internacional: +56 4 1533212;www.losalamos.cl;Jorge Fuentes Fetis;UDI
Bio Bio;LA MUNICIPALIDAD DE TUCAPEL;Municipalidad de Tucapel;Diego Portales Nº 258;Internacional: +56 4 3404000;Internacional: +56 4 3404006;www.municipalidadtucapel.cl;Jaime Veloso Jara;RN
Bio Bio;LA MUNICIPALIDAD DE SANTA JUANA;Municipalidad de Santa Juana;Yungay Nº 125;Internacional: +56 41 2779242;Internacional: +56 41 2779242;www.santajuana.cl;Ángel Castro Medina;DC
Bio Bio;LA MUNICIPALIDAD DE QUILLECO;Municipalidad de Quilleco;Los Carrera Nº 460;Internacional: +56 4 3633400;Internacional: +56 4 3633401;www.municipalidadquilleco.cl;Jaime Quilodrán Acuña;IND
Bio Bio;LA MUNICIPALIDAD DE FLORIDA;Municipalidad de Florida;Arturo Prat Nº 675;Internacional: +56 41 2645239;Internacional: +56 41 2645239;www.muniflorida.cl;Jorge Roa Villegas;DC
Bio Bio;LA MUNICIPALIDAD DE TIRÚA;Municipalidad de Tirúa;Costanera Nº 080;Internacional: +56 4 1445803;Internacional: +56 4 1445806;www.munitirua.cl;Adolfo Millabur Ñancuil;IND
Bio Bio;LA MUNICIPALIDAD DE NEGRETE;Municipalidad de Negrete;Alberto Moller Nº 293;Internacional: +56 4 3402300;Internacional: +56 4 3402316;www.municipalidadnegrete.cl;Javier Melo Márquez;PPD
Bio Bio;LA MUNICIPALIDAD DE ALTO BIOBÍO;Municipalidad de Alto Biobío;Villa Ralco S/N;Internacional: +56 5643 2545731;No hay informacion;www.maltobiobio.cl;Nivaldo Piñaleo Llaulén;PPD
Bio Bio;LA MUNICIPALIDAD DE CONTULMO;Municipalidad de Contulmo;Nahuelbuta Nº 109;Internacional: +56 41 2618142;Internacional: +56 41 2618142;www.contulmo.cl;Mauricio Lebrecht Sperberg;UDI
Bio Bio;LA MUNICIPALIDAD DE QUILACO;Municipalidad de Quilaco;Córdova Nº 46;Internacional: +56 4 3633600;Internacional: +56 4 3633615;www.municipalidadquilaco.cl;Fredy Barrueto Viveros;ILF
Bio Bio;LA MUNICIPALIDAD DE SAN ROSENDO;Municipalidad de San Rosendo;Ibieta Nº 225;Internacional: +56 4 3461214;Internacional: +56 4 3461214;www.municipalidaddesanrosendo.cl;Rabindranath Acuña Olate;IND
Bio Bio;LA MUNICIPALIDAD DE ANTUCO;Municipalidad de Antuco;Calixto Padilla Nº 155;Internacional: +56 4 3633200;Internacional: +56 4 3633200;www.municipalidadantuco.cl;Miguel Abuter León;IND
Coquimbo;LA MUNICIPALIDAD DE COQUIMBO;Municipalidad de Coquimbo;Bilbao Nº 348;Internacional: +56 5 1335300;Internacional: +56 5 1335418;www.municoquimbo.cl;Marcelo Pereira Peralta;ILE
Coquimbo;LA MUNICIPALIDAD DE LA SERENA;Municipalidad de La Serena;Arturo Prat Nº 451;Internacional: +56 5 1206600;Internacional: +56 5 1206617;www.laserena.cl;Roberto Jacob Jure;PRSD
Coquimbo;LA MUNICIPALIDAD DE OVALLE;Municipalidad de Ovalle;Vicuña Mackenna Nº 441;Internacional: +56 5 3661122;Internacional: +56 5 3620837;www.municipalidaddeovalle.cl;Claudio Rentería Larrondo;IND
Coquimbo;LA MUNICIPALIDAD DE ILLAPEL;Municipalidad de Illapel;Constitución Nº 24;Internacional: +56 5 3522203;Internacional: +56 5 3523570;www.municipalidadillapel.cl;Denis Cortés Vargas;IND
Coquimbo;LA MUNICIPALIDAD DE MONTE PATRIA;Municipalidad de Monte Patria;Balmaceda Nº 110;Internacional: +56 5 3711058;Internacional: +56 5 3711390;www.munimontepatria.cl;Camilo Ossandón Espinoza;DC
Coquimbo;LA MUNICIPALIDAD DE SALAMANCA;Municipalidad de Salamanca;Bulnes Nº 599;Internacional: +56 5 3433550;Internacional: +56 5 3433387;www.salamanca.cl;Fernando Gallardo Pereira;IND
Coquimbo;LA MUNICIPALIDAD DE VICUÑA;Municipalidad de Vicuña;San Martín Nº 275;Internacional: +56 5 1411359;Internacional: +56 5 1411255;www.munivicuna.cl;Rafael Vera Castillo;DC
Coquimbo;LA MUNICIPALIDAD DE LOS VILOS;Municipalidad de Los Vilos;Caupolicán Nº 309;Internacional: +56 5 3541007;Internacional: +56 5 3541105;www.imunilosvilos.cl;Manuel Marcarian Julio;ILE
Coquimbo;LA MUNICIPALIDAD DE COMBARBALÁ;Municipalidad de Combarbalá;Plaza de Armas Nº 438;Internacional: +56 5 3741007;Internacional: +56 5 3741103;www.combarbala.cl;Pedro Castillo Díaz;ILE
Coquimbo;LA MUNICIPALIDAD DE ANDACOLLO;Municipalidad de Andacollo;Plaza Videla Nº 50;Internacional: +56 5 1337900;Internacional: +56 5 1431540;www.andacollochile.cl;Juan Carlos Alfaro Aravena;PS
Coquimbo;LA MUNICIPALIDAD DE PUNITAQUI;Municipalidad de Punitaqui;Caupolicán Nº 1147;Internacional: +56 5 3731112;Internacional: +56 5 3731006;www.munipunitaqui.cl;Carlos Araya Bugueño;IND
Coquimbo;LA MUNICIPALIDAD DE CANELA;Municipalidad de Canela;Luis Infante Nº 520, Canela Baja.;Internacional: +56 5 3540088;Internacional: +56 5 3540193;www.canela.cl;Bernardo Leyton Lemus;ILE
Coquimbo;LA MUNICIPALIDAD DE RÍO HURTADO;Municipalidad de Río Hurtado;Calle Unica s/n, Samo Alto.;Internacional: +56 5 3691620;Internacional: +56 5 3691012;www.riohurtado.cl;Gary Valenzuela Rojas;RN
Coquimbo;No hay informacion;Municipalidad de Paiguano;Balmaceda S/N°;Internacional: +56 5 1451015;Internacional: +56 5 1451053;www.municipalidaddepaihuano.cl;Lorenzo Roberto Torres Medina;null
Coquimbo;LA MUNICIPALIDAD DE LA HIGUERA;Municipalidad de La Higuera;Pedro Pablo Muñoz Nº 15;Internacional: +56 5 1213088;Internacional: +56 5 1213088;www.munilahiguera.cl;Yerko Galleguillos Ossandón;UDI
Araucanía;LA MUNICIPALIDAD DE TEMUCO;Municipalidad de Temuco;Arturo Prat Nº 650;Internacional: +56 4 5973000;Internacional: +56 4 5973405;www.temucochile.com;Miguel Becker Alvear;RN
Araucanía;LA MUNICIPALIDAD DE PADRE LAS CASAS;Municipalidad de Padre Las Casas;Maquehue Nº 1441;Internacional: +56 4 5208011;Internacional: +56 4 5208041;www.padrelascasas.cl;Juan Delgado Castro;RN
Araucanía;LA MUNICIPALIDAD DE ANGOL;Municipalidad de Angol;Caupolicán Nº 509;Internacional: +56 4 5990700;Internacional: +56 4 5990707;www.angol.cl;Enrique Neira Neira;ILF
Araucanía;LA MUNICIPALIDAD DE VILLARRICA;Municipalidad de Villarrica;Pedro de Valdivia Nº 810;Internacional: +56 4 5206502;Internacional: +56 4 5206640;www.villarrica.org;Pablo Astete Mermoud;RN
Araucanía;LA MUNICIPALIDAD DE NUEVA IMPERIAL;Municipalidad de Nueva Imperial;Arturo Prat Nº 65;Internacional: +56 4 5918696;Internacional: +56 4 5918695;www.nuevaimperial.cl;Manuel Salas Trautmann;PDC
Araucanía;LA MUNICIPALIDAD DE VICTORIA;Municipalidad de Victoria;Calle Lagos Nº 680;Internacional: +56 4 5465800;Internacional: +56 4 5464688;www.victoriachile.cl;Javier Jaramillo Soto;ILE
Araucanía;LA MUNICIPALIDAD DE LAUTARO;Municipalidad de Lautaro;Avda. O´Higgins N° 1032;Internacional: +56 4 5201410;Internacional: +56 4 5201473;www.munilautaro.cl;Raúl Schifferli Díaz;ILE
Araucanía;LA MUNICIPALIDAD DE CARAHUE;Municipalidad de Carahue;Portales Nº 295;Internacional: +56 4 5464700;Internacional: +56 4 5465610;www.carahue.cl;Alejandro Sáez Véliz;UDI
Araucanía;LA MUNICIPALIDAD DE FREIRE;Municipalidad de Freire;Camales Nº 85;Internacional: +56 4 5990163;Internacional: +56 4 5990163;www.munifreire.cl;José Bravo Burgos;RN
Araucanía;LA MUNICIPALIDAD DE LONCOCHE;Municipalidad de Loncoche;Manuel Bulnes Nº 385;Internacional: +56 4 5295000;Internacional: +56 4 5295009;www.municipalidadloncoche.cl;Sergio Peña Riquelme;RN
Araucanía;LA MUNICIPALIDAD DE VILCÚN;Municipalidad de Vilcún;Lord Cochranne Nº 255;Internacional: +56 4 5918360;Internacional: +56 4 5918361;www.vilcun.cl;Susana Aguilera Vega;PPD
Araucanía;LA MUNICIPALIDAD DE COLLIPULLI;Municipalidad de Collipulli;General Cruz Nº 96;Internacional: +56 4 5918466;Internacional: +56 4 5918465;www.municipalidadcollipulli.cl;Manuel Macaya Ramírez;IND
Araucanía;LA MUNICIPALIDAD DE PITRUFQUÉN;Municipalidad de Pitrufquén;Francisco Bilbao Nº 593;Internacional: +56 4 5391128;Internacional: +56 4 5391035;www.mpitrufquen.cl;Jorge Jaramillo Hott;PPD
Araucanía;LA MUNICIPALIDAD DE PUCÓN;Municipalidad de Pucón;OHiggins Nº 483;Internacional: +56 4 5293000;Internacional: +56 4 5293008;www.municipalidadpucon.cl;Carlos Barra Matamala;RN
Araucanía;LA MUNICIPALIDAD DE TRAIGUÉN;Municipalidad de Traiguén;Basilio Urrutia Nº 914;Internacional: +56 4 5918144;Internacional: +56 4 5918150;www.mtraiguen.cl;Ricardo Sanhueza Pirce;ILE
Araucanía;LA MUNICIPALIDAD DE CUNCO;Municipalidad de Cunco;Pedro Aguirre Cerda Nº 600;Internacional: +56 4 5573028;Internacional: +56 4 5573044;www.municunco.cl;Alfonso Coke Candia;PPD
Araucanía;LA MUNICIPALIDAD DE CURACAUTÍN;Municipalidad de Curacautín;OHiggins Nº 796;Internacional: +56 4 5881253;Internacional: +56 4 5882588;www.mcuracautin.cl;Jorge Saquel Albarrán;ILE
Araucanía;LA MUNICIPALIDAD DE TEODORO SCHMIDT;Municipalidad de Teodoro Schmidt;Balmaceda Nº 410;Internacional: +56 4 5391255;Internacional: +56 4 5391255;www.muniteodoro.cl;Alfredo Riquelme Arriagada;PPD
Araucanía;LA MUNICIPALIDAD DE GORBEA;Municipalidad de Gorbea;Ramón Freire Nº 590;Internacional: +56 4 5201900;Internacional: +56 4 5201932;www.municipalidadgorbea.cl;Guido Siegmund González;UDI
Araucanía;No hay informacion;Municipalidad de Saavedra;Ejército Nº 1424;Internacional: +56 4 5634029;Internacional: +56 4 5634058;www.municipalidaddesaavedra.cl;Ricardo Tripainao Calfulaf;null
Araucanía;LA MUNICIPALIDAD DE PURÉN;Municipalidad de Purén;Dr. Garriga Nº 995;Internacional: +56 4 5793013;Internacional: +56 4 5793013;www.munipuren.cl;Jorge Rivera Leal;PPD
Araucanía;LA MUNICIPALIDAD DE GALVARINO;Municipalidad de Galvarino;Independencia Nº 90;Internacional: +56 4 5918300;Internacional: +56 4 5918327;www.galvarinochile.cl;Marcos Hernández Rojas;ILE
Araucanía;LA MUNICIPALIDAD DE LUMACO;Municipalidad de Lumaco;Arturo Prat Nº 506;Internacional: +56 4 5918222;Internacional: +56 4 5918253;www.comunalumaco.com;Manuel Painiqueo Tragnolao;PS
Araucanía;LA MUNICIPALIDAD DE TOLTÉN;Municipalidad de Toltén;OHiggins Nº 140;Internacional: +56 4 5918663;Internacional: +56 4 5918662;www.tolten.cl;Guillermo Martínez Soto;UDI
Araucanía;LA MUNICIPALIDAD DE LONQUIMAY;Municipalidad de Lonquimay;Ignacio Carrera Pinto Nº 559;Internacional: +56 4 5464870;Internacional: +56 4 5464889;www.mlonquimay.cl;Gilberto Alegría Alegría;PDC
Araucanía;LA MUNICIPALIDAD DE CHOLCHOL;Municipalidad de Cholchol;Balmaceda Nº 200;Internacional: +56 4 5613036;Internacional: +56 4 5613036;www.municipalidaddecholchol.cl;Luis Huirilef Barra;IND
Araucanía;LA MUNICIPALIDAD DE RENAICO;Municipalidad de Renaico;Comercio Nº 206;Internacional: +56 4 5774014;Internacional: +56 4 5918496;www.renaico.cl;Juan Carlos Reinao Marilao;IND
Araucanía;LA MUNICIPALIDAD DE ERCILLA;Municipalidad de Ercilla;Ongolmo Nº 351;Internacional: +56 4 5817399;Internacional: +56 4 5817072;www.muniercilla.cl;José Vilugrón Martínez;UDI
Araucanía;LA MUNICIPALIDAD DE LOS SAUCES;Municipalidad de Los Sauces;Ercilla Nº 205;Internacional: +56 4 5783025;Internacional: +56 4 5783025;www.munilossauces.com;Gastón Mella Arzola;UDI
Araucanía;LA MUNICIPALIDAD DE CURARREHUE;Municipalidad de Curarrehue;Avda. Estadio Nº 550;Internacional: +56 45 1971573;Internacional: +56 45 1971587;www.curarrehue.cl;Abel Painefilo Barriga;PPD
Araucanía;LA MUNICIPALIDAD DE PERQUENCO;Municipalidad de Perquenco;Esmeralda Nº 497;Internacional: +56 4 5531026;Internacional: +56 45537131an;www.perquenco.cl;Luis Muñoz Pérez;ILE
Araucanía;LA MUNICIPALIDAD DE MELIPEUCO;Municipalidad de Melipeuco;Pedro Aguirre Cerda Nº 14;Internacional: +56 4 5581001;Internacional: +56 4 5581071;www.melipeuco.cl;Eduardo Navarrete Fuentes;UDI
General Libertador Bernardo O'Higgins;LA MUNICIPALIDAD DE RANCAGUA;Municipalidad de Rancagua;Plaza de Los Héroes Nº445;Internacional: +56 7 2583477;No hay informacion;www.rancagua.cl;Eduardo Soto Romero;ILF
General Libertador Bernardo O'Higgins;LA MUNICIPALIDAD DE SAN FERNANDO;Municipalidad de San Fernando;Carampangue Nº 865;Internacional: +56 7 2585150;Internacional: +56 7 2585157;www.municipalidadsanfernando.cl;Luis Berwart Araya;IND
General Libertador Bernardo O'Higgins;LA MUNICIPALIDAD DE RENGO;Municipalidad de Rengo;Urriola Nº 26;Internacional: +56 7 2208300;Internacional: +56 7 2511822;www.municipalidadrengo.cl;Carlos Soto González;ILE
General Libertador Bernardo O'Higgins;No hay informacion;Municipalidad de San Vicente;Tagua Tagua Nº 222;Internacional: +56 7 2326800;Internacional: +56 7 2571021;www.msanvicente.cl;Virginia Troncoso Hellman;null
General Libertador Bernardo O'Higgins;LA MUNICIPALIDAD DE SANTA CRUZ;Municipalidad de Santa Cruz;Plaza de Armas Nº 242;Internacional: +56 7 2821045;Internacional: +56 7 2822254;www.municipalidadsantacruz.cl;William Arévalo Cornejo;ILF
General Libertador Bernardo O'Higgins;LA MUNICIPALIDAD DE CHIMBARONGO;Municipalidad de Chimbarongo;Javiera Carrera Nº 511;Internacional: +56 7 2781017;Internacional: +56 7 2781056;www.chimbarongo.cl;Marco Contreras Jorquera;ILF
General Libertador Bernardo O'Higgins;LA MUNICIPALIDAD DE MACHALÍ;Municipalidad de Machalí;Plaza de Armas Nº 11;Internacional: +56 7 2330334;Internacional: +56 7 2411239;www.machali.cl;José Miguel Urrutia Celis;UDI
General Libertador Bernardo O'Higgins;LA MUNICIPALIDAD DE GRANEROS;Municipalidad de Graneros;Luis Barros Borgoño s/n;Internacional: +56 7 2330500;Internacional: +56 7 2330569;www.municipalidadgraneros.cl;Claudio Segovia Cofré;IND
General Libertador Bernardo O'Higgins;LA MUNICIPALIDAD DE REQUINOA;Municipalidad de Requinoa;Comercio Nº 121;Internacional: +56 7 2952640;Internacional: +56 7 2551273;www.requinoa.cl;Antonio Silva Vargas;IND
General Libertador Bernardo O'Higgins;LA MUNICIPALIDAD DE MOSTAZAL;Municipalidad de Mostazal;Plaza de Armas s/n;Internacional: +56 7 2491001;Internacional: +56 7 2491039;www.mostazal.cl;Sergio Medel Acosta;UDI
